Filename,Original File Name,Icon Pack/Source,License
announcement.png,klipper.png,Tulliana 2.0,LGPL (tulliana-license.txt)
faq.png,ktip.png,Tulliana 2.0,LGPL (tulliana-license.txt)
faqcategory.png,"folder.png, ktip.png",Tulliana 2.0,LGPL (tulliana-license.txt)
glossary.png,kpdf.png,Tulliana 2.0,LGPL (tulliana-license.txt)
request.png,khelpcenter.png,Tulliana 2.0,LGPL (tulliana-license.txt)
requestcategory.png,folder_man.png,Tulliana 2.0,LGPL (tulliana-license.txt)
requestpriority.png,important.png,Tulliana 2.0,LGPL (tulliana-license.txt)
statistics.png,kchart.png,Tulliana 2.0,LGPL (tulliana-license.txt)
plugins.png,icon-48-plugin.png,Joomla! 1.6 Blue Stork,GPL
